,user_a,user_b
1028,Bạn thuê trọ bao nhiêu tiền?,Mình thuê khoảng 3 tr một tháng 
1029,Nhà bạn có bao nhiêu người vậy ?,Nhà mình có 4 người.
1030,Nhà trọ bạn ở Phú Mỹ Hưng phải không.,"Không, nhà mình ở New York."
1031,Hiện tại bạn đang ở nhà trọ hay là ở chung với gia đình? ,Hện tại mình đang ở nhà trọ.
1032,Bạn ở nhà trọ một mình à?,"Không, mình ở nhà trọ với một số người bạn của mình."
1033,Bạn ở nhà trọ vậy có nhớ nhà không?,Đôi lúc mình cũng nhớ nhà lắm.
1034,Bạn có hay nấu ăn ở phòng trọ không?,"Không, mình thường với bạn ra ngoài ăn."
1035,Bạn thuê nhà trọ như vậy có mắc không?,Cũng không mắc lắm vì tụi mình chia sẻ tiền nhà với nhau mà.
1036,Bạn có người yêu chưa?,Chưa.
1037,Mình làm quen nhé?,Vâng.
1038,Hôm nay em dậy mấy giờ?,"Dạ, 6 giờ sáng ạ"
1039,Em đi ăn sáng chưa? ,"Dạ, chưa anh"
1040,Anh qua chở em đi ăn sáng nha?,"Dạ, ok anh."
1041,Hôm nay đi học có gì vui không em?,"Dạ, vui lắm anh."
1042,Em đang làm gì đó ?,Em đang ngồi nhắn tin với anh hoy à
1043,Mẫu người yêu lý tưởng của em là gì?,Là mẫu người yêu của mình bây giờ
1044,Quê bạn ở đâu? ,Quê mình ở Đà Lạt.
1045,Đà Lạt có món gì gọi là đặc sản không? ,Đà Lạt có bơ sáp và dâu tây khá là ngon.
1046,Từ đây về quê bạn mất bao lâu?,Từ đây về Đà Lạt mất khoảng 5 tiếng đi xe.
1047,Đà Lạt cách TP.HCM bao xa?,Đà Lạt cách TP.HCM gần 300 km
1048,Bạn có thích không khí ở quê mình chứ?,Mình rất thích không khí ở quê mình vì nó mát mẻ và trong lành
1049,Những dịp lễ bạn có hay về quê không?,Mình chỉ về quê vào dịp Tết hoặc hè vì những dịp lễ Đà Lạt khá đông.
1050,bạn tên gì?,Mình tên Tuân? <eos> còn bạn tên gì? 
1051,Mình tên Huy <eos> Bạn hiện đang làm gì?,"Mình là sinh viên, còn bạn?"
1052,Mình cũng là sinh viên.,
1053,cuối tuần này bạn có rãnh hay không?,cuối tuần này mình rãnh
1054,bạn có muốn đi xem phim vào cuối tuần này hay không?,tất nhiên là muốn rồi
1055,bạn thích xem thể loại phim gì?,Phim gì hay là mình đều xem.
1056,bạn có thường đi xem phim với ai hay không?,mình thường đi xem với bạn bè.
1057,mình thì lâu lâu hay đi 1 mình. <eos> Bạn hay xem phim ở đâu?,Mình hay xem ở CGV.
1058,Vậy cuối tuần này mình đi CGV nhé.,Okk
1059,Bạn đã có người yêu chưa?,"Mình làm gì đã ó người yêu, mình còn đang sợ ế đây này."
1060,Bạn có đang thích ai không?,"có, mình đang thích thầm 1 bạn."
1061,bạn ấy trông như thế nào?,bạn ấy khá xinh 
1062,bạn ấy có học trường mình không?,có bạn ấy học chung ngành với mình.
1063,thế sao bạn không tỏ tình đi?,Hình như bạn ấy có người yêu rồi.
1064,"Hmm, thế bạn nghĩ sao về tình yêu đồng giới =))))?",mình không =))) 
1065,sở thích của bạn là gì?,"Mình thích thể thao, xem phim."
1066,vậy chắc bạn là người hay chơi thể thao nhỉ?,mình cũng chơi 1 vài bộ môn
1067,"mình thì hơi lười, vậy bạn hay chơi những môn nào?",mình thường đá bóng và bơi lội.
1068,bạn thường chơi với ai?,mình hay chơi với bạn bè.
1069,bạn thường ăn gì để cân đối khi chơi thể thao?,mình cũng không biết tại mình đói là có gì ăn đó.
1070,mình cũng muốn thử sức với bộ môn bơi.,vậy bữa nào rảnh mình với bạn cùng đi.
1071,bạn có thích đi du lịch không?,mình rất thích
1072,bạn có thường đi du lịch không?,mình chỉ đi những tỉnh gần gần nơi ở thôi.
1073,bạn thường đi du lịch với ai?,mình thường đi với gia đình.
1074,sắp tới tết bạn có muốn đi đâu đó không?,mình cũng chưa tính tới.
1075,"mình dự định đi đâu đó, bạn có muốn đi cùng không?",okk
1076,bạn có cần tư vấn gì không ạ?,dạ mình muốn mua điện thoại.
1077,bạn muốn mua điện thoại như thế nào?,bạn có thể tư vấn cho mình vài mẫu được không?
1078,"vâng, tất nhiên rồi <eos> bạn thích androi hay apple?",mình thích androi.
1079,đây là vài mẫu đang thịnh hành hiện nay bạn có thể xem qua.,ok bạn
1080,bạn hiện tại đang ở đâu vậy?,mình thuê trọ ở quận 7
1081,bạn thấy chỗ đó có thoải mái không?,cũng thoáng mát và rộng rãi
1082,bạn ở với ai?,mình ở với bạn bè học chung.
1083,giá nơi bạn thuê có mắc không?,giá trung bình mỗi người tầm 1 triệu
1084,xung quang trọ bạn như thế nào?,nhiều của hàng tiện lợi nhưng không có chợ.
1085,tên mày là gì?,tao tên Huy <eos> còn mày thì sao?
1086,Quốc,mày học trường nào? <eos> tao học Tôn Đức Thắng
1087,tao cũng vậy <eos> tao học lập trình,còn tao học thiết kế <eos> mày thấy ngành này học sao?
1088,tao thấy bình thường <eos> tao cũng không thích lắm <eos> tao thì thích thiết kế á mày,sao mày không thích ngành mày vậy?
1089,tại tao không giỏi <eos> tao thích vẽ hơn,vậy sao mày không học thiết kế
1090,tại tao tính thi vào trường khác <eos> không được nên tao học ngành này,chán vậy
1091,mày vẽ đẹp không?,không <eos> xấu quắc à
1092,bạn có thích đi du lịch hông?,mình có  <eos> bạn thì sao? <eos> có thích đi du lịch hông?
1093,có _x0008_chứ <eos> mình _x0008_thích mà mình ít đi lắm,còn mình đi nhiều lắm <eos> một năm mình đi chục lần
1094,nhiều thế <eos> mình không có tiền nên ít đi lắm,trời <eos> sao bạn nghèo vậy?
1095,mình sống ở khu du lịch mà,lẻ ra phải giàu chứ
1096,nhà mình không làm du lịch nên không có tiền,"vậy thôi, mình không nói chuyện với bạn nữa <eos> mình với bạn không cùng đẳng cấp"
1097,Bạn thích mẫu người như thế nào?,"Mình thích bạn nữ tóc dài, da trắng và xinh xắn."
1098,Bạn có người yêu chứ?,"Mình chưa có, nhưng mình đang thích 1 bạn cùng lớp."
1099,Tại sao bạn thích bạn nữ kia?,"Vì bạn ấy dễ thương và xinh xắn, bạn ấy cũng học rất giỏi."
1100,Bạn có thường nói chuyện với bạn ấy thường xuyên không?,Mình và bạn ấy nói chuyện với nhau mỗi ngày.
1101,Bạn nữ có hào hứng khi trò chuyện không?,Có
1102,Bạn có ý định rủ bạn ấy đi chơi không?,"Có, Tết này mình sẽ cùng bạn ấy về quê mình chơi."
1103,Bạn có thường đi chơi cùng bạn ấy không?,Mình thường đi cùng bạn ấy và nhóm bạn đại học.
1104,trưa nay cậu muốn đi ăn không ?,"tất nhiên rồi, nhưng mình sẽ ăn gì ?"
1105,ăn gà ?,mình nghĩ đó là ý kiến hay
1106,chúng ta sẽ đi ăn ở đâu ?,chúng ta sẽ ăn ở KFC
1107,giá cả của quán nó như thế nào?,giá không mắc lắm
1108,bạn ăn ở đó bao giờ chưa?,mình ăn nhiều rồi
1109,_x0008_gà ở đó ngon không?,ngon với giòn lắm
1110,vậy chừng nào đi ăn được ?,sau khi tan học
1111,"xin chào, mình có thể giúp gì cho bạn ?",mình cần mua một cái điện thoại mới
1112,bạn muốn một chiếc điện thoại như thế nào ?,"mình chưa biết, bạn có thể tư vấn mình không ?"
1113,ở đây có chiếc điện thoại nào kèm tai nghe không ?,những chiếc điện thoại có giá 6 triệu trở lên sẽ được tặng kèm tai nghe
1114,điện thoại nào đang là thịnh hành hiện nay ?,hiện tại điện thoại Apple đang rất được ưa chuộng
1115,mắc không bạn?,hơi mắc nhưng đáng tiền nha bạn
1116,bạn mua là ai cũng nhìn bạn khác,khác như thế nào vậy bạn ?
1117,nhìn bạn ra dáng là người có tiền ,bạn có chắc chắn không ?
1118,mình chắc chắn,vậy bán cho mình cái điện thoại Apple 
1119,bạn đã có người yêu chưa ?,mình có người yêu rồi
1120,bạn và người yêu đã quen được bao lâu rồi ?,tớ và người yêu đã quen nhau được 1 năm rồi
1121,bạn đã gặp người yêu như thế nào ?,mình nghĩ nó thật ngại khi nói ra nên mình sẽ không trả lời câu hỏi này
1122,bao lâu thì cậu hẹn hò với người yêu ?,chúng tớ hẹn hò 2 đến 3 lần 1 tuần
1123,Bạn có crush ai khác không?,"có, mình có crush một người."
1124,bạn có thể nói crush bạn là ai không?,đó là một bí mật
1125,sao bạn có người yêu rồi mà còn crush người khác,yêu nhiều người cũng được miễn là thật lòng
1126,bạn có thích chơi thể thao không?,Mình có một chút thích chơi thể thao
1127,bạn có thường xuyên tập thể dục?,Mỗi tuần mình sẽ đi đánh cầu lông 1 lần
1128,bạn nghĩ sao về môn thể thao cầu lông?,Mình khá thích môn này
1129,bạn có phải là một người lười vận động?,Thực sự thì mình đúng là người lười vận động
1130,bạn có bị béo phì không?,một chút
1131,bạn tên gì?,Mình tên Thiên <eos> còn bạn tên gì ?
1132,Mình là Phú <eos> Bạn học ở đâu?,Tôn Đức Thắng bên Quận 7 <eos> Bạn biết trường mình không ?
1133,Không mình không biết,Trường mình nằm ngay trên đường Nguyễn Hữu Thọ
1134,À mình biết đường đó <eos> Mình sẽ để ý khi đi ngang qua đó,
1135,bạn thích xem phim không ?,"cũng không hẳn, đôi khi mình có xem một vài bộ phim hot"
1136,à vậy chắc bạn biết phim Doctor Strange đang nổi ?,Có mình vừa xem cùng người nhà hôm trước <eos> Công nhận phim hay với mãn nhãn
1137,Đúng rồi mình thì chưa xem nhưng mà nghe bảo rất hay <eos> Nhưng mà bạn xem rồi mất rồi,Không sao mình nghe nói phim này xem lại vài lần sẽ thấy hay hơn
1138,Ồ vậy được cuối tuần đi xem tiếp không ?,Ok chốt vậy nha
1139,Mình hẹn tại rạp hay sang đón bạn nhỉ ?,"Mình hẹn nhau tại rạp đi, suất chiếu mấy giờ thì ổn ?"
1140,"Xem suất 8h tối , ok không ?",8h nghe ok đó <eos> Nhưng mà mình nên kiểm tra xem còn chỗ không ?
1141,Để mình kiểm tra trên web xem <eos> Chỗ vẫn có nhưng mà ngồi ở vị trí khá gần màn hình <eos> Xem sẽ không được thoải mái lắm <eos> Bạn thấy ok không ? Mình thì không sao,Mình ok ko vấn đề
1142,Vậy tối 8h  gặp tại trước rạp nha <eos> Mình sẽ tới sớm lấy vé trước,Ok hẹn vậy nha
1143,"Ê, mày chơi game mới ra mắt hôm qua chưa?","Chưa nữa, dạo này tao bận qua. Mà game gì thế?"
1144,Game ba chú heo con và bầy cừu,Nghe hay đấy
1145,Hay chứ bạn mình <eos> Nào rảnh vô làm sương sương vài ván nhé,"Ok bạn mình, mà game đó máy tao chơi được không?"
1146,"Hmm, game không nặng lắm, chắc máy mày sẽ chơi được thôi",Chắc không đó bạn mình
1147,Không <eos> Cấu hình máy mày như thế nào?,"Intel core i9, ram 128gb"
1148,"Máy mạnh quá vậy bạn mình <eos> Mà tin buồn là không được nhé, nâng cấp máy lên đi","Ok, nào rảnh nâng"
1149,Ok quá ta,"Um, tao có gì ngoài tiền đâu"
1150,Nhìn vậy chứ ok quá ta <eos> Vậy nào nâng cấp nói tao nhé. Tao chỉ cho cài.,Ok bạn mình
1151,"Ok bro, hẹn gặp lại nhé","Ok, hẹn gặp lại"
1152,Cậu lấy giùm tớ cái áo khoác đi.,Đây nè. Cậu tính đi đâu vậy?
1153,Tớ tính đi ra siêu thị. Cậu có cần mua gì không?,"Có, mua giùm tớ mấy cây bút với nhé."
1154,"Nè, giúp tớ khiêng cái sofa này ra ngoài đi.","Tớ đang bận, cậu tự khiêng đi."
1155,Một mình tớ làm sao khiêng nổi chứ.,"Cái sofa đó cũng đâu có nặng lắm đâu…Thôi được rồi, tớ sẽ ra khiêng giúp cậu."
1156,"Tớ có việc phải về nhà gấp, cậu giúp tớ đưa cái này cho cô được không?",Được chứ. Cậu cứ đi đi.
1157,Cảm ơn cậu nhiều nha.,Có gì đâu.
1158,"Nè, hay bọn mình về đi. Đã trễ lắm rồi.",Nhưng lỡ lát nữa cậu ấy tới không thấy chúng ta thì sao?
1159,"Đã trễ như vậy rồi, chắc cậu ấy không tới đâu.",Hay bọn mình cứ đợi thêm chút nữa đi.
1160,Thôi được rồi. <eos> Cậu thấy cái đầm này thế nào?,"Hừm, hình như hơi sặc sỡ thì phải."
1161,Vậy hả.,"Cậu thử cái đầm ở đằng kia đi, tớ thấy nó đẹp hơn đấy."
1162,"Nè, sắp tới sinh nhật của Minh rồi đó. Tụi mình mua cái gì tặng cậu ấy đi.",Được đó. Hay là mua khăn tay đi.
1163,Cậu ấy có nhiều khăn tay lắm rồi. Tớ nghĩ tụi mình nên tặng cho cậu ấy một món quà thật đặc biệt và độc đáo.,"Nè, hay là tụi mình làm bánh kem tặng cậu ấy đi."
1164,Ý hay đó. Nhưng mà hai đứa mình đâu có biết làm bánh kem.,Thì mình cứ làm theo sách dạy nấu ăn là được thôi mà.
1165,Cậu tính đăng ký ngành nào thế?,Tớ cũng chưa biết nữa.
1166,Thế cậu giỏi cái gì?,"Tớ thậm chí còn không biết mình giỏi cái gì, dở cái gì nữa đây nè."
1167,Điểm mạnh của em là gì?,Điểm mạnh của em là có thể làm việc độc lập và nói tiếng Anh tốt.
1168,Vậy còn điểm yếu?,Điểm yếu duy nhất của em đó chính là thiếu tự tin. Em luôn cố gắng hết sức để cải thiện chỗ thiếu sót này của mình.
1169,Cậu thích vẽ quá nhỉ. Lần nào gặp cậu cũng thấy cậu vẽ cả.,"Ừ, vẽ là sở thích và cũng là sở trường của tớ. Thế còn cậu, cậu có sở trường gì không?"
1170,Không có.,Sao tớ nghe mọi người nói cậu giỏi nấu ăn lắm mà.
1171,"Làm gì có chuyện đó chứ, tớ dở nấu ăn nhất luôn đó.",
1172,Cậu đang làm gì thế?, Tớ đang chọn đồ để ngày mai đi phỏng vấn.
1173,Đi phỏng vấn thì nên ăn mặc lịch sự. Hay là chọn bộ này đi.,"Được rồi, vậy thì ngày mai tớ sẽ mặc bộ này."
1174,Chết rồi!,Sao vậy?
1175,Tớ làm mất cây dù của chị rồi. Làm sao đây?,"Tớ thấy tốt hơn hết là cậu nên thú nhận với chị ấy đi, biết đâu chị ấy sẽ bỏ qua cho cậu."
1176,Tớ biết rồi. <eos> Buồn ngủ quá đi.,Bộ hôm qua lại thức khuya nữa hả?
1177,"Ừ, hôm qua tớ thức đến 2 giờ sáng để xem phim.","Là con gái thì đừng nên thức khuya quá, sẽ không tốt cho da đâu."
1178,"Tớ biết rồi, kể từ giờ tớ sẽ cố gắng đi ngủ sớm.",
1179,Sinh nhật vui vẻ nha!,Cảm ơn cậu. Có quà cho tớ không?
1180,Đương nhiên là có rồi. Đây nè.,"Ôi, cảm ơn nhiều. Cái gì trong đây thế?"
1181,"Cậu mở ra xem đi, bảo đảm cậu sẽ thích mê cho mà coi. <eos> Chúc mừng sinh nhật!",Cảm ơn nhé. Cứ tưởng là các cậu quên luôn rồi chứ.
1182,Làm sao mà quên được ngày trọng đại này chứ!,"Nè nè, cậu mau ước đi."
1183,"Xong rồi, nhập tiệc thôi!",Tặng cậu nè.
1184,"Cảm ơn nhé. Cậu đến dự tiệc sinh nhật của tớ là được rồi, cần gì phải quà cáp.",Sinh nhật thì phải tặng quà chứ.
1185,A lô.,Minh hả? Lan đây.
1186,"À Lan, có chuyện gì không?",Tớ chỉ muốn gọi hỏi thăm cậu thôi. Cậu quen với chỗ ở mới chưa?
1187,"Cũng quen rồi, chỉ có điều là ở đây mưa nắng thất thường lắm. Mới nãy trời còn đang nắng mà bây giờ đã mưa như trút nước rồi.",Mệt nhỉ.
1188,Lại mưa nữa.,Trời mưa cả tháng nay rồi đó.
1189,"Đành chịu thôi, đang là mùa mưa mà.","Mưa như vậy thì đi đâu được chứ, ở nhà cho rồi."
1190,"Thôi chết, trời mưa rồi.","Làm sao đây, tớ không có mang theo dù."
1191,Tớ cũng vậy. Đành đợi hết mưa rồi về vậy.,Rõ ràng dự báo thời tiết nói hôm nay sẽ không có mưa mà.
1192,Sao hôm qua không đi học vậy?,Hôm qua tớ bị bệnh. Cậu cho tớ mượn vở chép bài nhé.
1193,"Ừ. À phải, hôm qua cô đọc điểm kiểm tra 15 phút đó, cậu được 7 điểm.",Có 7 điểm thôi hả?
1194,"7 điểm là cao rồi đó. Lớp mình cao nhất cũng chỉ được có 8 điểm thôi. <eos> Có ai xung phong trả lời câu này không? Không ai giơ tay hết, vậy cô gọi theo danh sách nhé. Bạn Nguyễn Văn Minh.","Dạ cô ơi, em không biết trả lời câu này"
1195,"Được rồi, em ngồi xuống. Mời bạn Ngọc.","Dạ cô ơi, hôm nay bạn Ngọc vắng ạ."
1196,Chào Lan!,"Ủa Ngọc, cậu đi đâu đây?"
1197,Tớ đang định đi lên trường. Bữa giờ được nghỉ có đi đâu chơi không?,"Có đi đâu đâu, tớ chỉ ở nhà không à."
1198,"Còn tớ thì mới từ dưới quê lên nè. À phải, ba mẹ tớ có gửi quà cho cậu đó, đây nè.","Ôi, cảm ơn nhé. Ba mẹ cậu vẫn khỏe chứ?"
1199,"Khỏe, ba mẹ tớ còn bảo bữa nào dẫn cậu về quê chơi cho biết nữa đó.",Hay hè này đi luôn đi.
1200,Được đó. <eos> Dạo này học được chứ?,"Ừ, cũng được. Có điều do sắp thi nên mấy bữa nay cũng hơi mệt một chút."
1201,"Ê Trọng, Hôm qua ông có đi xem Doctor Strange không?","Không ông ơi, hôm qua tui bận làm bài"
1202,"Tiếc thế, phim hay lắm ông ơi",Mốt tôi hoàn thành deadline rồi tui đi xem sau vậy
1203,"Làm xong phải coi liền nha ông, phim kĩ xảo cuốn, nội dung hay nữa","Phải đi liền chứ, tui fan cứng Marvel mà <eos> Mà bên ông không có bài tập hay sao mà ông thảnh thơi thế?"
1204,Tui hoàn thành xong hết deadline rồi mới đi được ấy <eos> May mà deadline trước ngày phim ra không là giờ tôi ngồi làm bài như ông rồi,"Ông may đấy, mà thôi giờ tôi đi làm bài tiếp đây, bye ông"
1205,"Ok cố lên ông nhá, bye ông",
1206,Lễ này mày có đi đâu không nhóc?,Bài tập cả đống đi đâu cha
1207,Bài thì bài cũng phải nghỉ xả hơi chứ mày,Tới deadline không xong thì khóc chứ ở đó mà nghỉ xả hơi <eos> Mà mày có đi đâu không?
1208,Tao đi Đà Lạt với gia đình,"Uầy sướng thế, tao thì bục mặt lo làm xong mấy cái bài giữa kì <eos> Mà sao mày rảnh mà đi vậy, không lo bài giữa kỳ à?"
1209,"Lo gì bạn ơi, mấy anh em nhóm tao gánh hết","Vãi thật, lo học đi ông nội, làm bài mà rèn kỹ năng"
1210,"Biết rồi biết rồi, về là tao nhờ bọn cùng nhóm giảng lại để tao làm tiếp mà","Ok ok, ráng lên bạn ơi, hè rồi quẫy sau"
1211,Ê mày xem bộ anime mới ra chưa?,Bộ Spy x Family á hả?
1212,"Ừa nó đó, bộ hài cực","Yeah, mà tao thích con bé tóc hồng ấy. Tên gì tao quên rồi nhỉ?"
1213,"Sao thích mà cái tên cũng không nhớ nữa cha, con bé tên Anya <eos> Mà công nhận là con bé dễ thương thiệt, với giọng lồng tiếng quá đỉnh luôn bạn ơi",Thì đó nghe cái giọng mà tao tan chảy luôn
1214,"Bà mẹ tác giả vẽ cũng đẹp nè, ông cha thì bao ngầu",Thì nhờ vậy bộ đó mới hot vậy đó
1215,"Vừa hay vừa hài, tao dự đoán bộ này siêu phẩm mùa hè rồi","Đúng thật, công nhận. Bộ này kỳ này hè này nắm trùm rồi"
1216,Trời cái thằng ngu này. Mày đánh kiểu gì thế?,Thông cảm bạn ơi. Tui mới chơi mà
1217,Bởi vậy tao đã kêu mày đi support đi rồi mà. Cứ cố đi ad làm gì? <eos> Giờ mày thấy không? Cái bot nó nát bấy ra kìa <eos> Mày kéo cả team đi xuống theo mày rồi đó,"Thôi xin lỗi mà, bình tĩnh đi bạn. Tao bao nước cho nè uống vô cho bớt nóng"
1218,"Tức thiệt chứ, ván sau mày đi support dùm tao nha","Vâng đại ca, em biết rồi"
1219,Giờ lo tập trung di chuyển cho ra hồn đó <eos> Team nó mà bắt mày một lần nữa là ván này vứt luôn,"Dạ đại ca, em sẽ tập trung ạ"
1220,"Dạo này đi học cả ngày, tối còn về học thêm. Tui đuối quá bà","Thấy cũng tội, mà có giải pháp mà ông <eos> Ông có quyền trốn học mà"
1221,"Thôi bà ơi, xúi dại vừa thôi. Chỗ học thêm này vắng là gọi về phụ huynh đó","Gì căng thế, thế thì mệt ông rồi"
1222,Bởi tui cũng muốn trốn một bữa lắm <eos> Mà nghĩ tới cảnh mẹ tui biết chuyện là tui về thông lỗ tai luôn,Mẹ ông gắt lắm hả. Ông cứ bảo mệt quá cho nghỉ một bữa thôi mà
1223,Mẹ chửi chết chứ ở đó mà nghỉ một bữa. Một buổi học tận 100 ngàn đấy,"Gì đắt thế, bảo sao giáo viên chỗ ông nhiệt huyết quá"
1224,"Chịu thôi, chỗ mẹ tui chọn mà","Haha, vậy thì cố lên ông nhá. Mua sữa uống đồ vô cho có sức học"
1225,bạn tên gì?,Mình tên Lan Anh? <eos> còn bạn tên gì? 
1226,Tên Phú <eos> Bạn còn đang đi học hay đi làm rồi?,mình vẫn còn đang đi học
1227,bạn học năm mấy rồi?,mình học năm 4 rồi
1228,vậy bạn ra trường trễ à?,ừ vì mình bị trễ tiến độ tiếng anh
1229,Bạn có hay chơi thể thao không,Mình có hay chơi thể thao khi còn học cấp 3
1230,bây giờ bạ không chơi môn gì nữa à?,mình bận học nên chỉ lâu lâu đi đá bóng với bạn <eos> bạn có chơi môn thể thao gi không?
1231,mình có đi tập gym và đá bóng,bạn đá ở clb của trường hay ở ngoài 
1232,mình đá ở clb của quận <eos> còn bạn thì sao?,mình chỉ hay đá với bạn bè cũ 
1233,khi rảnh bạn thường làm gì?,mình thường đọc sách và nghe nhạc <eos> nếu muốn ra ngoài mình sẽ cùng bạn bè đi ăn uống <eos> còn bạn thì sao
1234,mình hay chơi piano <eos> nếu bạn mình rãnh mình thường chơi cầu lông và bơi lội,bạn có hay bơi lội không
1235,mình thường bơi 2 lần 1 tuần <eos> bạn có hay đi bơi không,mình không biết bơi nên rất hiếm khi đi bơi
1236,bạn có hay đi du lịch không,mình rất ít khi đi du lịch <eos> mình thường đi vào dịp tết và hè <eos> còn bạn thì sao
1237,"mình rất ít đi du lịch xa, còn đi gần thì mình cũng hay đi",bạn thường hay đi gần ở đâu
1238,mình hay đi leo núi bà đen cắm trại và biển vũng tàu <eos> bạn đã đi leo núi bà đen cắm trại bao giờ chưa,"mình chưa đi bao giờ, vì nghe nói leo rất cực và mệt"
1239,đợt tết vừa rồi mình tốn gần 7 tiếng mới lên đến đỉnh <eos> mặc dù mệt nhưng rất vui và đáng trãi nghiệm,bạn nên thử một lần xem sao
1240,"nghe khá thú vị,nếu có thời gian rảnh mình sẽ đi thử",
1241,cuối tuần bạn rãnh không?,tối thứ 7 thì mình rãnh <eos> sao vậy?
1242,bạn muốn đi uống gì đó không?,"oke, mình cũng muốn rủ bạn đi đâu đó"
1243,vậy cậu có muốn đi đâu không?,mình muốn đi uống gì đó nhẹ nhàng và riêng tư một chút <eos> bạn có biết nơi nào như vậy không
1244,"mình biết một nơi, mình nghĩ bạn sẽ thích <eos> vậy mình hẹn cậu 7h nhé ?","oke, 7h qua đón mình đi nhé"
1245,quê bạn ở đâu?,quê mình ở bình dương
1246,vậy chắc là đi gần lắm phải không,từ thành phố chắc là đi hơn 1 tiếng <eos> cò bạn ở đâu?
1247,"mình ở bến tre lận, khá xa",bạn đi mất bao lâu?
1248,mình đi mất khoảng 3 tiếng lận,vậy chắc là bạn ít khi về quê lắm hả?
1249,mình chỉ về khoảng 1 tháng 1 lần thôi,vậy bạn hay đi xe máy hay xe đò?
1250,mình thường đi bằng xe máy vì mình bị say xe,
1251,bạn tên gì?,Mình tên Anh <eos> còn bạn tên gì? 
1252,mình tên Huy,Bạn học ở đâu?
1253,mình học ở TDT,mình cũng học ở đấy
1254,cuối tuần này bạn có rãnh hay không?,cuối tuần này mình rãnh
1255,bạn có muốn đi ăn vào cuối tuần này hay không?,tất nhiên là muốn rồi
1256,bạn thích ăn gì,ăn gì cũng được
1257,có muốn mời thêm ai đi nữa không?,rủ thêm bạn chung phòng đi
1258,cũng được này. <eos> mà ăn ở đâu mới được,qua Haidilao hay Gogi đi
1259,Vậy cuối tuần này mình đi.,Okk
1260,Bạn đã có người yêu chưa?,Mới chia tay luôn nè
1261,bạn có đang thích ai khác không ?,"có, mình đang thích thầm 1 bạn."
1262,bạn ấy trông như thế nào?,bạn ấy khá xinh
1263,bạn ấy có học trường mình không?,bạn ấy bên khoa Mỹ Thuật Công Nghiệp
1264,Thế cua đến đâu rồi?,Có kết bạn rồi nhưng không biết nhắn tin thế nào.
1265,"hmm, cần hướng dẫn cách cua không ?",mình không =)))
1266,sở thích của bạn là gì?,"Mình thích game, xem phim."
1267,vậy chắc bạn biết đến liên minh nhỉ?,mình chơi thường xuyên luôn
1268,"mình thì chơi chơi game bắn súng, bạn có chơi không?",có mình cũng có chơi csgo
1269,bạn thường chơi với ai?,mình hay chơi với bạn bè.
1270,bạn hay xem thể loại phim nào?,mình hay xem phim kinh dị với khoa học viễn tưởng
1271,mình hay xem phim tình cảm hơn,bạn có muốn xem thử phim tình cảm tâm lý không?
1272,bạn có thích đi du lịch không?,cũng hứng thú đấy
1273,bạn có thường đi du lịch không?,mình đều đi 2 lần 1 năm
1274,bạn thường đi du lịch với ai?,mình thường đi với gia đình hoặc bạn bè.
1275,sắp tới kỳ nghỉ hè bạn có muốn đi đâu đó không?,mình có tính đi 1 số nơi
1276,"mình tính đi đà lạt, bạn có muốn đi cùng không?",được đấy
1277,bạn có cần tư vấn gì không ạ?,mình đang cần 1 con laptop gaming
1278,bạn muốn cấu hình thế nào,đủ mạnh để chiến mọi loại game
1279,để mình xem hàng trong kho <eos> bạn thích hãng nào ,mình thích Acer
1280,đây là vài mẫu đang thịnh hành hiện nay bạn có thể xem qua.,ok bạn
1281,bạn hiện tại đang ở đâu vậy?,mình thuê trọ ở quận 7
1282,giá ở đó bao nhiêu,khoảng tầm 3tr mỗi tháng
1283,bạn ở với ai?,mình ở với bạn cùng quê
1284,chỗ bạn ở có đầy đủ nội thất chứ,mình tự trang bị đầy đủ mọi thứ 
1285,xung quang trọ bạn như thế nào?,chỉ có chợ và chung cư căn hộ
1286,Bạn tên gì ?,Mình tên Minh
1287,Còn mình tên là Vũ,Bạn là học ngành gì ?
1288,Mình học Kĩ thuật Xây dựng <eos> Còn bạn ?,Mình thì học Luật
1289,"Giỏi nhỉ, học Luật chắc vất vả lắm","Cũng không khó lắm, ngành bạn học có khó không ?"
1290,Bình thường thôi bạn,
1291,"Ê Tiến, hôm qua có xem trận Chelsea đá không ?","Có chứ, mà đá chán quá, vậy mà cũng thua được"
1292,Đá kiểu gì mà cứ như mơ ngủ ấy,"Ừ đúng rồi, toàn để đội kia tấn công dồn dập"
1293,Chắc phải thuê huấn luyện viên mới rồi <eos> À hôm nào đi đá bóng không ?,"Ok, rủ thêm tụi kia đi"
1294,"Chủ nhật đá nhé, chỉ rảnh có mỗi hôm đó","Được đấy, sáng hay chiều ?"
1295,Chiều đi cho mát <eos> Đá ở đâu đây nhỉ ?,"Qua sân Phú Thọ đi, ở đấy rẻ lắm"
1296,"Thảo ơi, ngày mai đóng tiền quỹ lớp nhé <eos> Tổ mình còn một mình cậu chưa đóng đấy","Chết thật, mình quên mất <eos> Để mai mình mang nhé"
1297,"Ok, không sao đâu vẫn còn thời hạn mà",Mình đóng bao nhiêu ấy nhỉ ?
1298,Quỹ lớp 100 nghìn nhé,Sao đắt thế ?
1299,Vì tháng này lớp mình định tổ chức liên hoan cuối năm mà,"À ra là vậy, mình biết rồi, cảm ơn nhé"
